incident_id,equipment_id,equipment_name,category,date_time,shift,incident_type,description,root_cause,contributing_factors,immediate_action,corrective_action,impact_level,downtime_hours,production_loss_tonnes,reported_by,investigated_by,closure_date,status
INC-RMHP-007-006,RMHP-007,Hopper & Bunker,Raw Material Handling Plant,2024-05-25 15:07:01,B (14:00-22:00),Near-miss,Near-miss event observed near Hopper & Bunker (RMHP-007) - potential structural crack identified before failure occurred.,Hydraulic system fault,Control system/software fault,Continued operation with reduced load and monitoring,Reset overload relay and checked load,Minor,0.9,0.0,R. Sharma,S. Reddy,2024-05-31,Closed
INC-RMHP-007-023,RMHP-007,Hopper & Bunker,Raw Material Handling Plant,2024-06-01 12:47:03,A (06:00-14:00),Production stoppage,"Production stoppage caused by structural crack on Hopper & Bunker (RMHP-007), affecting downstream units.",Lubrication failure,"Vibration/imbalance, Material blockage/jam",Stopped operation and applied LOTO,Updated PLC/software parameters,Moderate,10.7,37.79,N. Gupta,T. Singh,2024-06-18,Closed
INC-RMHP-007-016,RMHP-007,Hopper & Bunker,Raw Material Handling Plant,2024-07-03 16:26:21,B (14:00-22:00),Production stoppage,"Production stoppage caused by liner wear on Hopper & Bunker (RMHP-007), affecting downstream units.",Material blockage/jam,"Insulation degradation, Lubrication failure",Continued operation with reduced load and monitoring,Cleaned and applied anti-corrosion coating,Moderate,25.0,78.78,P. Nair,M. Iqbal,2024-07-30,Closed
INC-RMHP-007-008,RMHP-007,Hopper & Bunker,Raw Material Handling Plant,2024-07-17 21:26:19,B (14:00-22:00),Unplanned breakdown,Hopper & Bunker (RMHP-007) experienced unplanned stoppage due to gate actuator failure.,Corrosion,"Operator error, Sensor/instrument drift",Carried out emergency repair,Repaired hydraulic line/cylinder,Moderate,2.5,6.15,C. Joshi,S. Reddy,2024-08-07,Closed - CAPA implemented
INC-RMHP-007-020,RMHP-007,Hopper & Bunker,Raw Material Handling Plant,2024-08-19 03:39:31,B (14:00-22:00),Unplanned breakdown,Hopper & Bunker (RMHP-007) experienced unplanned stoppage due to liner wear.,Control system/software fault,Bearing wear/failure,Isolated equipment and informed shift supervisor,Cleared foreign material and inspected,Minor,11.6,19.01,R. Sharma,T. Singh,2024-09-12,Closed - CAPA implemented
INC-RMHP-007-021,RMHP-007,Hopper & Bunker,Raw Material Handling Plant,2024-08-20 01:26:12,B (14:00-22:00),Unplanned breakdown,Hopper & Bunker (RMHP-007) experienced unplanned stoppage due to liner wear.,Lubrication failure,"Belt/chain wear, Lubrication failure, Operator error",Carried out emergency repair,Replaced motor winding/insulation,Minor,7.9,16.1,A. Verma,T. Singh,2024-09-13,Closed
INC-RMHP-007-010,RMHP-007,Hopper & Bunker,Raw Material Handling Plant,2024-09-02 15:07:04,C (22:00-06:00),Unplanned breakdown,Hopper & Bunker (RMHP-007) experienced unplanned stoppage due to gate actuator failure.,Bearing wear/failure,"Lubrication failure, Seal/gasket leakage",Stopped operation and applied LOTO,Tightened/replaced fasteners,Minor,6.4,13.63,L. Pillai,L. Pillai,,Open
INC-RMHP-007-012,RMHP-007,Hopper & Bunker,Raw Material Handling Plant,2024-09-12 21:35:14,B (14:00-22:00),Production stoppage,"Production stoppage caused by structural crack on Hopper & Bunker (RMHP-007), affecting downstream units.",Loose fastener/connection,"Seal/gasket leakage, Vibration/imbalance, Cooling system fault",Switched to standby unit,Flushed and repaired cooling circuit,Negligible,138.7,264.95,B. Kulkarni,N. Gupta,2024-10-04,Closed - CAPA implemented
INC-RMHP-007-011,RMHP-007,Hopper & Bunker,Raw Material Handling Plant,2024-10-20 19:17:48,B (14:00-22:00),Equipment damage,Physical damage to Hopper & Bunker (RMHP-007) component due to structural crack.,Cooling system fault,"Control system/software fault, Seal/gasket leakage",Stopped operation and applied LOTO,Recalibrated sensor,Minor,13.8,38.03,L. Pillai,J. Mehta,2024-11-15,Closed
INC-RMHP-007-015,RMHP-007,Hopper & Bunker,Raw Material Handling Plant,2024-12-10 13:26:33,C (22:00-06:00),Unplanned breakdown,Hopper & Bunker (RMHP-007) experienced unplanned stoppage due to material bridging/blockage.,Cooling system fault,"Sensor/instrument drift, Misalignment, Electrical fault",Continued operation with reduced load and monitoring,Replaced bearing,Negligible,5.3,5.9,A. Verma,P. Nair,2025-01-04,Closed
INC-RMHP-007-005,RMHP-007,Hopper & Bunker,Raw Material Handling Plant,2025-01-21 10:24:46,B (14:00-22:00),Near-miss,Near-miss event observed near Hopper & Bunker (RMHP-007) - potential liner wear identified before failure occurred.,Hydraulic system fault,Seal/gasket leakage,Stopped operation and applied LOTO,Cleared blockage and inspected chute,Negligible,0.7,0.0,D. Banerjee,S. Reddy,2025-02-10,Closed - CAPA implemented
INC-RMHP-007-017,RMHP-007,Hopper & Bunker,Raw Material Handling Plant,2025-01-30 12:55:32,A (06:00-14:00),Production stoppage,"Production stoppage caused by material bridging/blockage on Hopper & Bunker (RMHP-007), affecting downstream units.",Lubrication failure,Refractory/lining wear,Stopped operation and applied LOTO,Flushed and repaired cooling circuit,Minor,23.1,51.61,C. Joshi,G. Chatterjee,2025-02-04,Closed
INC-RMHP-007-022,RMHP-007,Hopper & Bunker,Raw Material Handling Plant,2025-01-30 22:05:02,A (06:00-14:00),Unplanned breakdown,Hopper & Bunker (RMHP-007) experienced unplanned stoppage due to gate actuator failure.,Seal/gasket leakage,"Electrical fault, Sensor/instrument drift, Operator error",Carried out emergency repair,Cleaned and applied anti-corrosion coating,Minor,18.8,44.65,J. Mehta,V. Rao,2025-02-02,Closed
INC-RMHP-007-001,RMHP-007,Hopper & Bunker,Raw Material Handling Plant,2025-02-26 04:20:33,C (22:00-06:00),Unplanned breakdown,Hopper & Bunker (RMHP-007) experienced unplanned stoppage due to liner wear.,Overload/overcurrent,Hydraulic system fault,Isolated equipment and informed shift supervisor,Repaired hydraulic line/cylinder,Negligible,3.0,4.47,D. Banerjee,S. Reddy,2025-03-10,Closed - CAPA implemented
INC-RMHP-007-004,RMHP-007,Hopper & Bunker,Raw Material Handling Plant,2025-03-08 10:00:38,C (22:00-06:00),Unplanned breakdown,Hopper & Bunker (RMHP-007) experienced unplanned stoppage due to liner wear.,Belt/chain wear,"Bearing wear/failure, Sensor/instrument drift, Operator error",Switched to standby unit,Balanced rotating component,Moderate,2.0,6.97,K. Das,M. Iqbal,2025-03-28,Closed - CAPA implemented
INC-RMHP-007-014,RMHP-007,Hopper & Bunker,Raw Material Handling Plant,2025-04-13 05:56:21,B (14:00-22:00),Quality deviation event,"Quality deviation traced to Hopper & Bunker (RMHP-007) malfunction (gate actuator failure), resulting in off-spec product.",Corrosion,"Bearing wear/failure, Electrical fault",Stopped operation and applied LOTO,Inspected and replaced thermal component,Moderate,3.3,7.03,D. Banerjee,S. Reddy,2025-05-01,Closed
INC-RMHP-007-018,RMHP-007,Hopper & Bunker,Raw Material Handling Plant,2025-05-19 05:36:09,A (06:00-14:00),Quality deviation event,"Quality deviation traced to Hopper & Bunker (RMHP-007) malfunction (structural crack), resulting in off-spec product.",Cooling system fault,"Misalignment, Seal/gasket leakage, Loose fastener/connection",Isolated equipment and informed shift supervisor,Cleaned and applied anti-corrosion coating,Negligible,2.3,4.45,N. Gupta,K. Das,,Open
INC-RMHP-007-009,RMHP-007,Hopper & Bunker,Raw Material Handling Plant,2025-06-10 23:22:44,C (22:00-06:00),Quality deviation event,"Quality deviation traced to Hopper & Bunker (RMHP-007) malfunction (liner wear), resulting in off-spec product.",Seal/gasket leakage,"Overload/overcurrent, Material blockage/jam",Continued operation with reduced load and monitoring,Replaced belt/chain,Moderate,6.0,13.02,A. Verma,T. Singh,2025-07-10,Closed
INC-RMHP-007-019,RMHP-007,Hopper & Bunker,Raw Material Handling Plant,2025-07-08 14:20:27,C (22:00-06:00),Near-miss,Near-miss event observed near Hopper & Bunker (RMHP-007) - potential liner wear identified before failure occurred.,Operator error,Corrosion,Continued operation with reduced load and monitoring,Repaired/replaced refractory section,Minor,1.6,0.0,L. Pillai,K. Das,2025-07-16,Closed
INC-RMHP-007-013,RMHP-007,Hopper & Bunker,Raw Material Handling Plant,2025-08-20 14:47:55,A (06:00-14:00),Safety incident (minor),Minor safety incident during maintenance/operation of Hopper & Bunker (RMHP-007); first-aid case reported.,Corrosion,"Lubrication failure, Control system/software fault, Loose fastener/connection",Switched to standby unit,Reset overload relay and checked load,Moderate,1.8,0.91,J. Mehta,T. Singh,2025-09-17,Closed
INC-RMHP-007-024,RMHP-007,Hopper & Bunker,Raw Material Handling Plant,2025-09-18 12:10:10,C (22:00-06:00),Production stoppage,"Production stoppage caused by structural crack on Hopper & Bunker (RMHP-007), affecting downstream units.",Insulation degradation,Overload/overcurrent,Continued operation with reduced load and monitoring,Replaced seal/gasket,Moderate,1.4,5.41,L. Pillai,S. Reddy,2025-09-30,Closed
INC-RMHP-007-003,RMHP-007,Hopper & Bunker,Raw Material Handling Plant,2025-12-01 08:40:58,B (14:00-22:00),Safety incident (minor),Minor safety incident during maintenance/operation of Hopper & Bunker (RMHP-007); first-aid case reported.,Material blockage/jam,"Foreign material ingress, Electrical fault, Insulation degradation",Isolated equipment and informed shift supervisor,Balanced rotating component,Minor,2.1,3.12,N. Gupta,J. Mehta,2025-12-20,Closed - CAPA implemented
INC-RMHP-008-004,RMHP-008,Dust Extraction System,Raw Material Handling Plant,2024-03-03 08:07:03,B (14:00-22:00),Production stoppage,"Production stoppage caused by fan blade imbalance on Dust Extraction System (RMHP-008), affecting downstream units.",Seal/gasket leakage,"Overload/overcurrent, Insulation degradation",Switched to standby unit,Inspected and replaced thermal component,Negligible,39.2,67.54,L. Pillai,T. Singh,2024-03-16,Closed
INC-RMHP-008-002,RMHP-008,Dust Extraction System,Raw Material Handling Plant,2024-04-11 15:12:58,A (06:00-14:00),Environmental excursion,Environmental parameter excursion (emission/effluent) associated with Dust Extraction System (RMHP-008) operation.,Operator error,"Material blockage/jam, Lubrication failure",Continued operation with reduced load and monitoring,Tightened/replaced fasteners,Moderate,1.6,1.02,N. Gupta,V. Rao,2024-04-30,Closed
INC-RMHP-008-013,RMHP-008,Dust Extraction System,Raw Material Handling Plant,2024-05-08 03:31:49,C (22:00-06:00),Unplanned breakdown,Dust Extraction System (RMHP-008) experienced unplanned stoppage due to motor bearing failure.,Hydraulic system fault,Cooling system fault,Carried out emergency repair,Cleaned and applied anti-corrosion coating,Major,39.9,59.16,N. Gupta,D. Banerjee,2024-06-02,Closed - CAPA implemented
INC-RMHP-008-024,RMHP-008,Dust Extraction System,Raw Material Handling Plant,2024-05-20 11:22:00,B (14:00-22:00),Unplanned breakdown,Dust Extraction System (RMHP-008) experienced unplanned stoppage due to motor bearing failure.,Thermal fatigue,"Misalignment, Corrosion",Isolated equipment and informed shift supervisor,Replenished/changed lubricant,Major,22.4,38.7,S. Reddy,B. Kulkarni,2024-05-22,Closed
INC-RMHP-008-003,RMHP-008,Dust Extraction System,Raw Material Handling Plant,2024-05-20 14:06:36,C (22:00-06:00),Unplanned breakdown,Dust Extraction System (RMHP-008) experienced unplanned stoppage due to motor bearing failure.,Lubrication failure,"Corrosion, Sensor/instrument drift, Operator error",Isolated equipment and informed shift supervisor,Reset overload relay and checked load,Moderate,51.9,75.97,A. Verma,V. Rao,,Under investigation
INC-RMHP-008-010,RMHP-008,Dust Extraction System,Raw Material Handling Plant,2024-07-06 07:42:24,A (06:00-14:00),Environmental excursion,Environmental parameter excursion (emission/effluent) associated with Dust Extraction System (RMHP-008) operation.,Lubrication failure,Sensor/instrument drift,Stopped operation and applied LOTO,Balanced rotating component,Moderate,2.0,2.32,T. Singh,P. Nair,,Under investigation
INC-RMHP-008-022,RMHP-008,Dust Extraction System,Raw Material Handling Plant,2024-07-07 07:57:50,C (22:00-06:00),Unplanned breakdown,Dust Extraction System (RMHP-008) experienced unplanned stoppage due to damper actuator failure.,Hydraulic system fault,Electrical fault,Carried out emergency repair,Cleaned and applied anti-corrosion coating,Severe,16.0,61.72,D. Banerjee,L. Pillai,2024-07-16,Closed
INC-RMHP-008-014,RMHP-008,Dust Extraction System,Raw Material Handling Plant,2024-09-08 00:32:02,B (14:00-22:00),Environmental excursion,Environmental parameter excursion (emission/effluent) associated with Dust Extraction System (RMHP-008) operation.,Corrosion,"Vibration/imbalance, Control system/software fault, Operator error",Carried out emergency repair,Realigned shaft/coupling,Minor,2.0,3.08,R. Sharma,S. Reddy,2024-09-30,Closed
INC-RMHP-008-007,RMHP-008,Dust Extraction System,Raw Material Handling Plant,2024-09-22 08:37:58,A (06:00-14:00),Environmental excursion,Environmental parameter excursion (emission/effluent) associated with Dust Extraction System (RMHP-008) operation.,Misalignment,"Bearing wear/failure, Control system/software fault",Switched to standby unit,Realigned shaft/coupling,Minor,2.9,1.83,G. Chatterjee,P. Nair,,Open
INC-RMHP-008-023,RMHP-008,Dust Extraction System,Raw Material Handling Plant,2024-09-28 21:09:56,A (06:00-14:00),Safety incident (minor),Minor safety incident during maintenance/operation of Dust Extraction System (RMHP-008); first-aid case reported.,Operator error,Material blockage/jam,Isolated equipment and informed shift supervisor,Inspected and replaced thermal component,Minor,3.3,2.5,S. Reddy,D. Banerjee,2024-10-13,Closed
INC-RMHP-008-011,RMHP-008,Dust Extraction System,Raw Material Handling Plant,2025-01-13 08:40:42,B (14:00-22:00),Unplanned breakdown,Dust Extraction System (RMHP-008) experienced unplanned stoppage due to fan blade imbalance.,Operator error,"Control system/software fault, Material blockage/jam",Carried out emergency repair,Balanced rotating component,Negligible,37.0,131.45,L. Pillai,D. Banerjee,2025-01-22,Closed - CAPA implemented
INC-RMHP-008-009,RMHP-008,Dust Extraction System,Raw Material Handling Plant,2025-01-18 06:38:10,A (06:00-14:00),Unplanned breakdown,Dust Extraction System (RMHP-008) experienced unplanned stoppage due to filter bag clogging.,Material blockage/jam,"Lubrication failure, Material blockage/jam, Cooling system fault",Continued operation with reduced load and monitoring,Replaced seal/gasket,Moderate,24.3,96.72,N. Gupta,A. Verma,,Under investigation
INC-RMHP-008-006,RMHP-008,Dust Extraction System,Raw Material Handling Plant,2025-03-03 00:27:11,B (14:00-22:00),Safety incident (minor),Minor safety incident during maintenance/operation of Dust Extraction System (RMHP-008); first-aid case reported.,Bearing wear/failure,Cooling system fault,Switched to standby unit,Updated PLC/software parameters,Moderate,0.9,0.49,J. Mehta,T. Singh,2025-03-28,Closed
INC-RMHP-008-016,RMHP-008,Dust Extraction System,Raw Material Handling Plant,2025-04-10 08:51:53,B (14:00-22:00),Near-miss,Near-miss event observed near Dust Extraction System (RMHP-008) - potential motor bearing failure identified before failure occurred.,Lubrication failure,"Thermal fatigue, Hydraulic system fault",Stopped operation and applied LOTO,Replaced motor winding/insulation,Moderate,0.3,0.0,N. Gupta,L. Pillai,,Under investigation
INC-RMHP-008-015,RMHP-008,Dust Extraction System,Raw Material Handling Plant,2025-04-17 13:56:11,B (14:00-22:00),Unplanned breakdown,Dust Extraction System (RMHP-008) experienced unplanned stoppage due to motor bearing failure.,Refractory/lining wear,"Overload/overcurrent, Material blockage/jam",Isolated equipment and informed shift supervisor,Cleared blockage and inspected chute,Moderate,8.6,9.88,T. Singh,N. Gupta,2025-05-10,Closed
INC-RMHP-008-001,RMHP-008,Dust Extraction System,Raw Material Handling Plant,2025-05-26 09:56:54,C (22:00-06:00),Environmental excursion,Environmental parameter excursion (emission/effluent) associated with Dust Extraction System (RMHP-008) operation.,Insulation degradation,"Hydraulic system fault, Bearing wear/failure",Continued operation with reduced load and monitoring,Replaced bearing,Major,4.6,7.29,R. Sharma,A. Verma,,Under investigation
INC-RMHP-008-025,RMHP-008,Dust Extraction System,Raw Material Handling Plant,2025-06-01 22:43:22,A (06:00-14:00),Near-miss,Near-miss event observed near Dust Extraction System (RMHP-008) - potential filter bag clogging identified before failure occurred.,Cooling system fault,"Refractory/lining wear, Sensor/instrument drift, Operator error",Carried out emergency repair,Balanced rotating component,Minor,1.7,0.0,A. Verma,A. Verma,2025-06-19,Closed
INC-RMHP-008-018,RMHP-008,Dust Extraction System,Raw Material Handling Plant,2025-06-05 05:43:43,C (22:00-06:00),Production stoppage,"Production stoppage caused by fan blade imbalance on Dust Extraction System (RMHP-008), affecting downstream units.",Thermal fatigue,"Refractory/lining wear, Cooling system fault, Belt/chain wear",Isolated equipment and informed shift supervisor,Updated PLC/software parameters,Major,27.8,128.95,K. Das,N. Gupta,2025-06-23,Closed - CAPA implemented
INC-RMHP-008-019,RMHP-008,Dust Extraction System,Raw Material Handling Plant,2025-07-08 23:12:20,A (06:00-14:00),Production stoppage,"Production stoppage caused by fan blade imbalance on Dust Extraction System (RMHP-008), affecting downstream units.",Hydraulic system fault,"Belt/chain wear, Material blockage/jam, Foreign material ingress",Isolated equipment and informed shift supervisor,Replaced seal/gasket,Moderate,19.9,35.33,S. Reddy,C. Joshi,2025-07-15,Closed
INC-RMHP-008-020,RMHP-008,Dust Extraction System,Raw Material Handling Plant,2025-07-23 07:55:08,A (06:00-14:00),Unplanned breakdown,Dust Extraction System (RMHP-008) experienced unplanned stoppage due to filter bag clogging.,Cooling system fault,"Overload/overcurrent, Lubrication failure",Carried out emergency repair,Replenished/changed lubricant,Minor,6.5,6.97,K. Das,K. Das,2025-07-29,Closed - CAPA implemented
INC-RMHP-008-012,RMHP-008,Dust Extraction System,Raw Material Handling Plant,2025-08-02 19:24:42,B (14:00-22:00),Quality deviation event,"Quality deviation traced to Dust Extraction System (RMHP-008) malfunction (motor bearing failure), resulting in off-spec product.",Hydraulic system fault,Foreign material ingress,Stopped operation and applied LOTO,Balanced rotating component,Minor,4.6,13.8,M. Iqbal,D. Banerjee,2025-08-29,Closed - CAPA implemented
INC-RMHP-008-008,RMHP-008,Dust Extraction System,Raw Material Handling Plant,2025-08-11 10:51:36,C (22:00-06:00),Unplanned breakdown,Dust Extraction System (RMHP-008) experienced unplanned stoppage due to motor bearing failure.,Cooling system fault,Vibration/imbalance,Carried out emergency repair,Retrained operator on procedure,Major,27.9,88.43,K. Das,K. Das,2025-08-23,Closed - CAPA implemented
INC-RMHP-008-005,RMHP-008,Dust Extraction System,Raw Material Handling Plant,2025-10-09 14:09:48,A (06:00-14:00),Unplanned breakdown,Dust Extraction System (RMHP-008) experienced unplanned stoppage due to motor bearing failure.,Sensor/instrument drift,Material blockage/jam,Carried out emergency repair,Updated PLC/software parameters,Negligible,13.3,46.18,T. Singh,P. Nair,2025-11-08,Closed
INC-RMHP-008-021,RMHP-008,Dust Extraction System,Raw Material Handling Plant,2025-10-12 16:08:44,B (14:00-22:00),Safety incident (minor),Minor safety incident during maintenance/operation of Dust Extraction System (RMHP-008); first-aid case reported.,Cooling system fault,"Refractory/lining wear, Material blockage/jam",Continued operation with reduced load and monitoring,Flushed and repaired cooling circuit,Moderate,3.7,5.76,K. Das,T. Singh,,Under investigation
INC-RMHP-008-017,RMHP-008,Dust Extraction System,Raw Material Handling Plant,2025-10-18 13:02:17,A (06:00-14:00),Unplanned breakdown,Dust Extraction System (RMHP-008) experienced unplanned stoppage due to motor bearing failure.,Loose fastener/connection,Corrosion,Carried out emergency repair,Replaced bearing,Minor,9.8,37.61,R. Sharma,G. Chatterjee,2025-10-26,Closed
INC-RMHP-009-023,RMHP-009,Weigh Feeder,Raw Material Handling Plant,2024-01-16 13:11:26,A (06:00-14:00),Near-miss,Near-miss event observed near Weigh Feeder (RMHP-009) - potential calibration error identified before failure occurred.,Cooling system fault,Sensor/instrument drift,Stopped operation and applied LOTO,Tightened/replaced fasteners,Negligible,1.6,0.0,G. Chatterjee,J. Mehta,2024-02-06,Closed
INC-RMHP-009-002,RMHP-009,Weigh Feeder,Raw Material Handling Plant,2024-02-19 08:48:59,C (22:00-06:00),Production stoppage,"Production stoppage caused by calibration error on Weigh Feeder (RMHP-009), affecting downstream units.",Foreign material ingress,Misalignment,Isolated equipment and informed shift supervisor,Cleared blockage and inspected chute,Moderate,40.0,176.34,V. Rao,V. Rao,2024-02-21,Closed - CAPA implemented
INC-RMHP-009-016,RMHP-009,Weigh Feeder,Raw Material Handling Plant,2024-03-26 21:15:24,C (22:00-06:00),Unplanned breakdown,Weigh Feeder (RMHP-009) experienced unplanned stoppage due to calibration error.,Vibration/imbalance,"Misalignment, Insulation degradation",Continued operation with reduced load and monitoring,Cleaned and applied anti-corrosion coating,Minor,3.8,7.0,M. Iqbal,V. Rao,2024-03-28,Closed - CAPA implemented
INC-RMHP-009-024,RMHP-009,Weigh Feeder,Raw Material Handling Plant,2024-04-03 08:10:41,C (22:00-06:00),Safety incident (minor),Minor safety incident during maintenance/operation of Weigh Feeder (RMHP-009); first-aid case reported.,Control system/software fault,"Foreign material ingress, Insulation degradation, Electrical fault",Switched to standby unit,Repaired/replaced refractory section,Negligible,2.2,2.27,S. Reddy,G. Chatterjee,,Open
INC-RMHP-009-018,RMHP-009,Weigh Feeder,Raw Material Handling Plant,2024-05-14 13:45:04,C (22:00-06:00),Production stoppage,"Production stoppage caused by speed sensor fault on Weigh Feeder (RMHP-009), affecting downstream units.",Lubrication failure,Material blockage/jam,Continued operation with reduced load and monitoring,Retrained operator on procedure,Negligible,8.9,34.66,R. Sharma,C. Joshi,2024-06-12,Closed - CAPA implemented
INC-RMHP-009-005,RMHP-009,Weigh Feeder,Raw Material Handling Plant,2024-07-07 00:43:46,B (14:00-22:00),Safety incident (minor),Minor safety incident during maintenance/operation of Weigh Feeder (RMHP-009); first-aid case reported.,Operator error,"Sensor/instrument drift, Loose fastener/connection",Switched to standby unit,Updated PLC/software parameters,Minor,2.0,2.08,K. Das,L. Pillai,2024-08-06,Closed - CAPA implemented
INC-RMHP-009-009,RMHP-009,Weigh Feeder,Raw Material Handling Plant,2024-08-06 06:39:58,A (06:00-14:00),Unplanned breakdown,Weigh Feeder (RMHP-009) experienced unplanned stoppage due to speed sensor fault.,Loose fastener/connection,Hydraulic system fault,Stopped operation and applied LOTO,Cleared foreign material and inspected,Moderate,21.0,78.87,B. Kulkarni,V. Rao,2024-08-11,Closed
INC-RMHP-009-020,RMHP-009,Weigh Feeder,Raw Material Handling Plant,2024-08-22 01:06:37,C (22:00-06:00),Equipment damage,Physical damage to Weigh Feeder (RMHP-009) component due to load cell drift.,Refractory/lining wear,"Operator error, Lubrication failure, Hydraulic system fault",Stopped operation and applied LOTO,Replaced bearing,Major,45.3,118.02,T. Singh,S. Reddy,2024-09-04,Closed
INC-RMHP-009-010,RMHP-009,Weigh Feeder,Raw Material Handling Plant,2024-09-18 19:38:18,B (14:00-22:00),Production stoppage,"Production stoppage caused by load cell drift on Weigh Feeder (RMHP-009), affecting downstream units.",Bearing wear/failure,"Belt/chain wear, Corrosion",Switched to standby unit,Cleared blockage and inspected chute,Severe,22.4,92.17,B. Kulkarni,N. Gupta,2024-10-09,Closed - CAPA implemented
INC-RMHP-009-019,RMHP-009,Weigh Feeder,Raw Material Handling Plant,2024-10-27 10:50:52,C (22:00-06:00),Unplanned breakdown,Weigh Feeder (RMHP-009) experienced unplanned stoppage due to belt slippage.,Control system/software fault,Thermal fatigue,Stopped operation and applied LOTO,Recalibrated sensor,Minor,4.8,15.0,G. Chatterjee,N. Gupta,2024-11-23,Closed - CAPA implemented
INC-RMHP-009-025,RMHP-009,Weigh Feeder,Raw Material Handling Plant,2024-12-04 04:19:26,A (06:00-14:00),Unplanned breakdown,Weigh Feeder (RMHP-009) experienced unplanned stoppage due to speed sensor fault.,Control system/software fault,"Thermal fatigue, Hydraulic system fault, Control system/software fault",Isolated equipment and informed shift supervisor,Flushed and repaired cooling circuit,Moderate,4.6,9.56,K. Das,S. Reddy,,Under investigation
INC-RMHP-009-013,RMHP-009,Weigh Feeder,Raw Material Handling Plant,2025-01-22 16:55:15,B (14:00-22:00),Quality deviation event,"Quality deviation traced to Weigh Feeder (RMHP-009) malfunction (belt slippage), resulting in off-spec product.",Vibration/imbalance,"Misalignment, Foreign material ingress, Loose fastener/connection",Isolated equipment and informed shift supervisor,Repaired hydraulic line/cylinder,Negligible,4.4,7.02,R. Sharma,R. Sharma,2025-02-08,Closed - CAPA implemented
INC-RMHP-009-008,RMHP-009,Weigh Feeder,Raw Material Handling Plant,2025-04-29 17:27:36,B (14:00-22:00),Production stoppage,"Production stoppage caused by calibration error on Weigh Feeder (RMHP-009), affecting downstream units.",Insulation degradation,"Overload/overcurrent, Bearing wear/failure, Vibration/imbalance",Carried out emergency repair,Cleared foreign material and inspected,Negligible,5.0,14.36,C. Joshi,T. Singh,2025-05-24,Closed
INC-RMHP-009-004,RMHP-009,Weigh Feeder,Raw Material Handling Plant,2025-05-13 06:17:43,B (14:00-22:00),Safety incident (minor),Minor safety incident during maintenance/operation of Weigh Feeder (RMHP-009); first-aid case reported.,Lubrication failure,Overload/overcurrent,Continued operation with reduced load and monitoring,Repaired/replaced refractory section,Moderate,0.8,0.46,T. Singh,V. Rao,,Under investigation
INC-RMHP-009-022,RMHP-009,Weigh Feeder,Raw Material Handling Plant,2025-06-05 19:20:34,B (14:00-22:00),Unplanned breakdown,Weigh Feeder (RMHP-009) experienced unplanned stoppage due to speed sensor fault.,Corrosion,"Hydraulic system fault, Electrical fault, Cooling system fault",Isolated equipment and informed shift supervisor,Cleaned and applied anti-corrosion coating,Minor,12.8,25.34,G. Chatterjee,M. Iqbal,2025-06-14,Closed
INC-RMHP-009-007,RMHP-009,Weigh Feeder,Raw Material Handling Plant,2025-06-25 07:54:47,A (06:00-14:00),Safety incident (minor),Minor safety incident during maintenance/operation of Weigh Feeder (RMHP-009); first-aid case reported.,Refractory/lining wear,"Material blockage/jam, Hydraulic system fault, Loose fastener/connection",Switched to standby unit,Reset overload relay and checked load,Moderate,1.9,2.81,G. Chatterjee,B. Kulkarni,2025-07-17,Closed
INC-RMHP-009-006,RMHP-009,Weigh Feeder,Raw Material Handling Plant,2025-08-02 18:52:42,B (14:00-22:00),Unplanned breakdown,Weigh Feeder (RMHP-009) experienced unplanned stoppage due to speed sensor fault.,Control system/software fault,Material blockage/jam,Continued operation with reduced load and monitoring,Replenished/changed lubricant,Negligible,7.7,22.48,A. Verma,S. Reddy,2025-08-21,Closed
INC-RMHP-009-003,RMHP-009,Weigh Feeder,Raw Material Handling Plant,2025-08-31 13:18:04,A (06:00-14:00),Unplanned breakdown,Weigh Feeder (RMHP-009) experienced unplanned stoppage due to speed sensor fault.,Operator error,"Cooling system fault, Overload/overcurrent, Control system/software fault",Isolated equipment and informed shift supervisor,Cleared foreign material and inspected,Minor,7.8,23.16,R. Sharma,G. Chatterjee,2025-09-29,Closed
INC-RMHP-009-021,RMHP-009,Weigh Feeder,Raw Material Handling Plant,2025-09-01 06:10:20,A (06:00-14:00),Unplanned breakdown,Weigh Feeder (RMHP-009) experienced unplanned stoppage due to load cell drift.,Vibration/imbalance,"Operator error, Vibration/imbalance",Switched to standby unit,Cleaned and applied anti-corrosion coating,Moderate,8.7,28.49,J. Mehta,N. Gupta,2025-09-16,Closed - CAPA implemented
INC-RMHP-009-012,RMHP-009,Weigh Feeder,Raw Material Handling Plant,2025-10-04 14:13:41,C (22:00-06:00),Production stoppage,"Production stoppage caused by calibration error on Weigh Feeder (RMHP-009), affecting downstream units.",Seal/gasket leakage,Electrical fault,Continued operation with reduced load and monitoring,Replaced belt/chain,Major,12.4,61.89,C. Joshi,C. Joshi,2025-10-30,Closed - CAPA implemented
INC-RMHP-009-011,RMHP-009,Weigh Feeder,Raw Material Handling Plant,2025-10-13 09:39:10,A (06:00-14:00),Production stoppage,"Production stoppage caused by speed sensor fault on Weigh Feeder (RMHP-009), affecting downstream units.",Electrical fault,"Belt/chain wear, Misalignment",Switched to standby unit,Replaced belt/chain,Moderate,11.9,28.63,L. Pillai,M. Iqbal,2025-10-28,Closed - CAPA implemented
