alert_id,equipment_id,equipment_name,category,timestamp,sensor_name,observed_value,baseline_value,deviation_pct,alert_level,detection_method,probable_cause,recommended_action,acknowledged,acknowledged_by,resolution_status
ALM-PLT-002-0037,PLT-002,Pellet Induration Furnace,Pellet Plant,30-08-2025 14:27,bed_height_mm,370.51,179.08,106.9,Critical,Rate-of-change detection,Refractory wear,Immediate inspection required; consider equipment shutdown,Yes,M. Iqbal,Open - pending inspection
ALM-PLT-002-0038,PLT-002,Pellet Induration Furnace,Pellet Plant,31-08-2025 19:40,grate_speed_m_min,189.01,130.2,45.2,Critical,Pattern/frequency analysis (FFT),Refractory wear,Immediate inspection required; consider equipment shutdown,Yes,A. Verma,Open - pending inspection
ALM-PLT-002-0039,PLT-002,Pellet Induration Furnace,Pellet Plant,15-12-2025 14:23,gas_flow_m3_h,157.89,147.15,7.3,Warning,Statistical threshold (3-sigma),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,B. Kulkarni,Resolved - false positive
ALM-PLT-002-0040,PLT-002,Pellet Induration Furnace,Pellet Plant,19-12-2025 09:32,grate_speed_m_min,137.64,115.72,18.9,Warning,Rule-based threshold (SOP limit),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,S. Reddy,Resolved - false positive
ALM-PLT-003-0001,PLT-003,Dryer (Pellet),Pellet Plant,11-02-2024 16:53,motor_current_A,185.12,165.22,12,Information,ML anomaly score (Isolation Forest),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,P. Nair,Closed - informational only
ALM-PLT-003-0002,PLT-003,Dryer (Pellet),Pellet Plant,13-02-2024 18:28,vibration_mm_s,60.81,51.78,17.4,Information,Rule-based threshold (SOP limit),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,L. Pillai,Closed - informational only
ALM-PLT-003-0003,PLT-003,Dryer (Pellet),Pellet Plant,16-02-2024 03:28,vibration_mm_s,144.01,128.1,12.4,Warning,Statistical threshold (3-sigma),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,A. Verma,Resolved - false positive
ALM-PLT-003-0004,PLT-003,Dryer (Pellet),Pellet Plant,08-04-2024 07:25,motor_current_A,99.52,93.79,6.1,Warning,Pattern/frequency analysis (FFT),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,K. Das,Resolved - false positive
ALM-PLT-003-0005,PLT-003,Dryer (Pellet),Pellet Plant,24-04-2024 15:58,dryer_temperature_C,106.37,100.99,5.3,Information,Rule-based threshold (SOP limit),Seal leakage,Continue monitoring; log for trend analysis,Yes,R. Sharma,Closed - informational only
ALM-PLT-003-0006,PLT-003,Dryer (Pellet),Pellet Plant,29-04-2024 03:03,drum_speed_rpm,226,186.3,21.3,Warning,Rate-of-change detection,Burner fault,Schedule inspection within next maintenance window,Yes,P. Nair,Escalated to maintenance
ALM-PLT-003-0007,PLT-003,Dryer (Pellet),Pellet Plant,02-05-2024 10:04,drum_speed_rpm,117.88,89.31,32,Warning,Rule-based threshold (SOP limit),Burner fault,Schedule inspection within next maintenance window,Yes,M. Iqbal,Resolved - maintenance performed
ALM-PLT-003-0008,PLT-003,Dryer (Pellet),Pellet Plant,04-05-2024 10:07,motor_current_A,133.2,80.71,65,Critical,Statistical threshold (3-sigma),Burner fault,Immediate inspection required; consider equipment shutdown,No,,Open - pending inspection
ALM-PLT-003-0009,PLT-003,Dryer (Pellet),Pellet Plant,05-05-2024 01:39,vibration_mm_s,121.18,65.26,85.7,Critical,Statistical threshold (3-sigma),Drive gear failure,Immediate inspection required; consider equipment shutdown,No,,Resolved - maintenance performed
ALM-PLT-003-0010,PLT-003,Dryer (Pellet),Pellet Plant,09-05-2024 17:56,vibration_mm_s,237.53,190.49,24.7,Warning,Statistical threshold (3-sigma),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,G. Chatterjee,Resolved - false positive
ALM-PLT-003-0011,PLT-003,Dryer (Pellet),Pellet Plant,12-06-2024 20:43,vibration_mm_s,223.98,189.92,17.9,Information,Pattern/frequency analysis (FFT),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,V. Rao,Closed - informational only
ALM-PLT-003-0012,PLT-003,Dryer (Pellet),Pellet Plant,15-06-2024 10:09,drum_speed_rpm,215.82,178.37,21,Warning,Statistical threshold (3-sigma),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,D. Banerjee,Resolved - false positive
ALM-PLT-003-0013,PLT-003,Dryer (Pellet),Pellet Plant,10-07-2024 20:56,exhaust_humidity_pct,149.49,120.11,24.5,Warning,Pattern/frequency analysis (FFT),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,J. Mehta,Resolved - false positive
ALM-PLT-003-0014,PLT-003,Dryer (Pellet),Pellet Plant,12-12-2024 22:19,dryer_temperature_C,212.89,186.63,14.1,Information,Rule-based threshold (SOP limit),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,A. Verma,Closed - informational only
ALM-PLT-003-0015,PLT-003,Dryer (Pellet),Pellet Plant,14-01-2025 15:42,vibration_mm_s,59.34,54.59,8.7,Warning,Statistical threshold (3-sigma),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,R. Sharma,Resolved - false positive
ALM-PLT-003-0016,PLT-003,Dryer (Pellet),Pellet Plant,26-01-2025 16:39,dryer_temperature_C,100.66,85.9,17.2,Information,Rule-based threshold (SOP limit),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,J. Mehta,Closed - informational only
ALM-PLT-003-0017,PLT-003,Dryer (Pellet),Pellet Plant,13-02-2025 05:15,motor_current_A,40.28,34.26,17.6,Information,Rule-based threshold (SOP limit),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,J. Mehta,Closed - informational only
ALM-PLT-003-0018,PLT-003,Dryer (Pellet),Pellet Plant,19-03-2025 16:27,dryer_temperature_C,180.43,165.97,8.7,Information,ML anomaly score (Autoencoder reconstruction error),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,T. Singh,Closed - informational only
ALM-PLT-003-0019,PLT-003,Dryer (Pellet),Pellet Plant,11-04-2025 15:21,drum_speed_rpm,41.68,36.5,14.2,Information,ML anomaly score (Isolation Forest),Seal leakage,Continue monitoring; log for trend analysis,No,,Closed - informational only
ALM-PLT-003-0020,PLT-003,Dryer (Pellet),Pellet Plant,16-04-2025 20:43,dryer_temperature_C,153.21,115.33,32.8,Warning,Statistical threshold (3-sigma),Drive gear failure,Schedule inspection within next maintenance window,Yes,S. Reddy,Resolved - maintenance performed
ALM-PLT-003-0021,PLT-003,Dryer (Pellet),Pellet Plant,19-04-2025 22:23,exhaust_humidity_pct,249.3,196.49,26.9,Warning,ML anomaly score (Autoencoder reconstruction error),Drive gear failure,Schedule inspection within next maintenance window,Yes,D. Banerjee,Resolved - false positive
ALM-PLT-003-0022,PLT-003,Dryer (Pellet),Pellet Plant,21-04-2025 20:11,dryer_temperature_C,82.72,39.21,111,Critical,Statistical threshold (3-sigma),Burner fault,Immediate inspection required; consider equipment shutdown,Yes,L. Pillai,Resolved - maintenance performed
ALM-PLT-003-0023,PLT-003,Dryer (Pellet),Pellet Plant,22-04-2025 19:59,vibration_mm_s,159.57,110.72,44.1,Critical,Trend deviation from baseline,Seal leakage,Immediate inspection required; consider equipment shutdown,Yes,L. Pillai,Resolved - maintenance performed
ALM-PLT-003-0024,PLT-003,Dryer (Pellet),Pellet Plant,19-05-2025 16:42,exhaust_humidity_pct,109.66,91.93,19.3,Information,Rate-of-change detection,Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,C. Joshi,Closed - informational only
ALM-PLT-003-0025,PLT-003,Dryer (Pellet),Pellet Plant,07-06-2025 14:57,exhaust_humidity_pct,150.75,139.86,7.8,Information,Pattern/frequency analysis (FFT),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,G. Chatterjee,Closed - informational only
ALM-PLT-003-0026,PLT-003,Dryer (Pellet),Pellet Plant,27-06-2025 17:14,drum_speed_rpm,149.89,125.64,19.3,Information,Pattern/frequency analysis (FFT),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,D. Banerjee,Closed - informational only
ALM-PLT-003-0027,PLT-003,Dryer (Pellet),Pellet Plant,18-07-2025 16:22,exhaust_humidity_pct,71.19,63.54,12,Information,Rate-of-change detection,Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,P. Nair,Closed - informational only
ALM-PLT-003-0028,PLT-003,Dryer (Pellet),Pellet Plant,03-09-2025 13:27,vibration_mm_s,130.34,122.94,6,Warning,ML anomaly score (Isolation Forest),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,K. Das,Resolved - false positive
ALM-PLT-003-0029,PLT-003,Dryer (Pellet),Pellet Plant,23-10-2025 10:09,dryer_temperature_C,29.07,23.43,24.1,Information,ML anomaly score (Isolation Forest),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,G. Chatterjee,Closed - informational only
ALM-PLT-003-0030,PLT-003,Dryer (Pellet),Pellet Plant,11-11-2025 10:46,vibration_mm_s,25.65,24.25,5.8,Information,Rate-of-change detection,Burner fault,Continue monitoring; log for trend analysis,Yes,B. Kulkarni,Closed - informational only
ALM-PLT-003-0031,PLT-003,Dryer (Pellet),Pellet Plant,16-11-2025 16:55,motor_current_A,215.58,165.67,30.1,Warning,Rate-of-change detection,Drum lining wear,Schedule inspection within next maintenance window,Yes,J. Mehta,Resolved - maintenance performed
ALM-PLT-003-0032,PLT-003,Dryer (Pellet),Pellet Plant,19-11-2025 14:44,motor_current_A,128.54,93.28,37.8,Warning,ML anomaly score (Isolation Forest),Burner fault,Schedule inspection within next maintenance window,Yes,R. Sharma,Open - pending inspection
ALM-PLT-003-0033,PLT-003,Dryer (Pellet),Pellet Plant,21-11-2025 10:23,exhaust_humidity_pct,120.11,59.12,103.2,Critical,Statistical threshold (3-sigma),Drum lining wear,Immediate inspection required; consider equipment shutdown,Yes,G. Chatterjee,Escalated to maintenance
ALM-PLT-003-0034,PLT-003,Dryer (Pellet),Pellet Plant,22-11-2025 02:23,drum_speed_rpm,198.22,120.85,64,Critical,Rule-based threshold (SOP limit),Seal leakage,Immediate inspection required; consider equipment shutdown,Yes,M. Iqbal,Open - pending inspection
ALM-PLT-004-0001,PLT-004,Cooler (Pellet),Pellet Plant,09-02-2024 17:14,outlet_temperature_C,136.56,124.46,9.7,Warning,ML anomaly score (Isolation Forest),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,K. Das,Resolved - false positive
ALM-PLT-004-0002,PLT-004,Cooler (Pellet),Pellet Plant,11-03-2024 04:11,vibration_mm_s,137.16,127.13,7.9,Information,Pattern/frequency analysis (FFT),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,J. Mehta,Closed - informational only
ALM-PLT-004-0003,PLT-004,Cooler (Pellet),Pellet Plant,27-03-2024 08:02,fan_speed_rpm,96.19,90.27,6.6,Information,Rule-based threshold (SOP limit),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,D. Banerjee,Closed - informational only
ALM-PLT-004-0004,PLT-004,Cooler (Pellet),Pellet Plant,21-04-2024 14:12,outlet_temperature_C,231.49,187.44,23.5,Information,Trend deviation from baseline,Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,N. Gupta,Closed - informational only
ALM-PLT-004-0005,PLT-004,Cooler (Pellet),Pellet Plant,18-07-2024 06:09,bed_depth_mm,31.19,28.29,10.3,Information,ML anomaly score (Isolation Forest),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,M. Iqbal,Closed - informational only
ALM-PLT-004-0006,PLT-004,Cooler (Pellet),Pellet Plant,05-09-2024 16:52,bed_depth_mm,72.24,66.37,8.8,Information,ML anomaly score (Autoencoder reconstruction error),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,V. Rao,Closed - informational only
ALM-PLT-004-0007,PLT-004,Cooler (Pellet),Pellet Plant,09-09-2024 18:27,bed_depth_mm,127.76,111.91,14.2,Information,Rate-of-change detection,Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,D. Banerjee,Closed - informational only
ALM-PLT-004-0008,PLT-004,Cooler (Pellet),Pellet Plant,26-09-2024 14:08,outlet_temperature_C,67.62,59.25,14.1,Information,Pattern/frequency analysis (FFT),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,B. Kulkarni,Closed - informational only
ALM-PLT-004-0009,PLT-004,Cooler (Pellet),Pellet Plant,27-10-2024 22:40,vibration_mm_s,194.14,181.12,7.2,Information,ML anomaly score (Autoencoder reconstruction error),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,M. Iqbal,Closed - informational only
ALM-PLT-004-0010,PLT-004,Cooler (Pellet),Pellet Plant,08-12-2024 13:02,fan_speed_rpm,190.21,167.64,13.5,Information,Pattern/frequency analysis (FFT),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,N. Gupta,Closed - informational only
ALM-PLT-004-0011,PLT-004,Cooler (Pellet),Pellet Plant,13-02-2025 21:17,fan_speed_rpm,158.03,141.05,12,Warning,Statistical threshold (3-sigma),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,C. Joshi,Resolved - false positive
ALM-PLT-004-0012,PLT-004,Cooler (Pellet),Pellet Plant,26-02-2025 22:01,cooler_air_flow_m3_h,211.49,173.23,22.1,Information,Trend deviation from baseline,Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,P. Nair,Closed - informational only
ALM-PLT-004-0013,PLT-004,Cooler (Pellet),Pellet Plant,02-03-2025 14:19,fan_speed_rpm,218.5,188.64,15.8,Information,Trend deviation from baseline,Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,M. Iqbal,Closed - informational only
ALM-PLT-004-0014,PLT-004,Cooler (Pellet),Pellet Plant,19-04-2025 13:27,bed_depth_mm,197.8,177.81,11.2,Warning,Pattern/frequency analysis (FFT),Minor process variation / transient condition,Continue monitoring; no immediate action required,No,,Resolved - false positive
ALM-PLT-004-0015,PLT-004,Cooler (Pellet),Pellet Plant,03-06-2025 13:14,fan_speed_rpm,185.53,172.62,7.5,Information,Statistical threshold (3-sigma),Fan bearing wear,Continue monitoring; log for trend analysis,Yes,S. Reddy,Closed - informational only
ALM-PLT-004-0016,PLT-004,Cooler (Pellet),Pellet Plant,11-06-2025 07:35,fan_speed_rpm,239.61,172.07,39.3,Warning,Rule-based threshold (SOP limit),Air leakage,Schedule inspection within next maintenance window,Yes,S. Reddy,Open - pending inspection
ALM-PLT-004-0017,PLT-004,Cooler (Pellet),Pellet Plant,13-06-2025 08:04,bed_depth_mm,50.37,27.38,83.9,Critical,ML anomaly score (Isolation Forest),Fan bearing wear,Immediate inspection required; consider equipment shutdown,No,,Resolved - maintenance performed
ALM-PLT-004-0018,PLT-004,Cooler (Pellet),Pellet Plant,14-06-2025 23:59,fan_speed_rpm,239.9,140.94,70.2,Critical,Rate-of-change detection,Fan bearing wear,Immediate inspection required; consider equipment shutdown,Yes,L. Pillai,Resolved - false positive
ALM-PLT-004-0019,PLT-004,Cooler (Pellet),Pellet Plant,11-07-2025 01:55,outlet_temperature_C,96.34,87.76,9.8,Information,Statistical threshold (3-sigma),Air leakage,Continue monitoring; log for trend analysis,No,,Closed - informational only
ALM-PLT-004-0020,PLT-004,Cooler (Pellet),Pellet Plant,16-07-2025 13:45,fan_speed_rpm,69.72,59.4,17.4,Warning,Rule-based threshold (SOP limit),Grate plate cracking,Schedule inspection within next maintenance window,Yes,N. Gupta,Resolved - maintenance performed
ALM-PLT-004-0021,PLT-004,Cooler (Pellet),Pellet Plant,19-07-2025 16:33,bed_depth_mm,243.44,185.44,31.3,Warning,Rule-based threshold (SOP limit),Grate plate cracking,Schedule inspection within next maintenance window,Yes,K. Das,Resolved - maintenance performed
ALM-PLT-004-0022,PLT-004,Cooler (Pellet),Pellet Plant,21-07-2025 15:14,fan_speed_rpm,395.5,181.32,118.1,Critical,Rule-based threshold (SOP limit),Fan bearing wear,Immediate inspection required; consider equipment shutdown,Yes,T. Singh,Resolved - maintenance performed
ALM-PLT-004-0023,PLT-004,Cooler (Pellet),Pellet Plant,22-07-2025 15:55,vibration_mm_s,354.88,198.42,78.9,Critical,Rate-of-change detection,Drive motor fault,Immediate inspection required; consider equipment shutdown,Yes,P. Nair,Escalated to maintenance
ALM-PLT-004-0024,PLT-004,Cooler (Pellet),Pellet Plant,02-09-2025 21:49,vibration_mm_s,140.42,132.93,5.6,Information,Pattern/frequency analysis (FFT),Grate plate cracking,Continue monitoring; log for trend analysis,Yes,G. Chatterjee,Closed - informational only
ALM-PLT-004-0025,PLT-004,Cooler (Pellet),Pellet Plant,10-09-2025 00:59,outlet_temperature_C,223.95,169.5,32.1,Warning,Trend deviation from baseline,Grate plate cracking,Schedule inspection within next maintenance window,Yes,A. Verma,Resolved - false positive
ALM-PLT-004-0026,PLT-004,Cooler (Pellet),Pellet Plant,11-09-2025 20:26,cooler_air_flow_m3_h,108.53,90.33,20.2,Information,Trend deviation from baseline,Minor process variation / transient condition,Continue monitoring; no immediate action required,No,,Closed - informational only
ALM-PLT-004-0027,PLT-004,Cooler (Pellet),Pellet Plant,12-09-2025 15:08,vibration_mm_s,115.61,66.64,73.5,Critical,Rule-based threshold (SOP limit),Air leakage,Immediate inspection required; consider equipment shutdown,No,,Escalated to maintenance
ALM-PLT-004-0028,PLT-004,Cooler (Pellet),Pellet Plant,13-09-2025 16:50,outlet_temperature_C,312.44,160.05,95.2,Critical,Trend deviation from baseline,Air leakage,Immediate inspection required; consider equipment shutdown,Yes,G. Chatterjee,Resolved - maintenance performed
ALM-PLT-004-0029,PLT-004,Cooler (Pellet),Pellet Plant,21-09-2025 23:48,fan_speed_rpm,85.74,69.17,24,Information,Trend deviation from baseline,Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,D. Banerjee,Closed - informational only
ALM-PLT-004-0030,PLT-004,Cooler (Pellet),Pellet Plant,11-10-2025 19:21,outlet_temperature_C,135.83,124.05,9.5,Warning,Pattern/frequency analysis (FFT),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,T. Singh,Resolved - false positive
ALM-PLT-004-0031,PLT-004,Cooler (Pellet),Pellet Plant,25-10-2025 02:16,outlet_temperature_C,85.34,77.56,10,Warning,Rate-of-change detection,Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,A. Verma,Resolved - false positive
ALM-PLT-004-0032,PLT-004,Cooler (Pellet),Pellet Plant,20-11-2025 08:45,fan_speed_rpm,51.71,43.81,18,Warning,Rule-based threshold (SOP limit),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,A. Verma,Resolved - false positive
ALM-PLT-004-0033,PLT-004,Cooler (Pellet),Pellet Plant,07-12-2025 21:05,cooler_air_flow_m3_h,188.67,176.51,6.9,Information,Trend deviation from baseline,Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,R. Sharma,Closed - informational only
ALM-PLT-004-0034,PLT-004,Cooler (Pellet),Pellet Plant,16-12-2025 02:25,bed_depth_mm,212.48,173.09,22.8,Information,Statistical threshold (3-sigma),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,C. Joshi,Closed - informational only
ALM-PLT-005-0001,PLT-005,Screening Unit (Pellet),Pellet Plant,10-01-2024 01:15,vibration_amplitude_mm,73,67.78,7.7,Warning,Pattern/frequency analysis (FFT),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,A. Verma,Resolved - false positive
ALM-PLT-005-0002,PLT-005,Screening Unit (Pellet),Pellet Plant,31-01-2024 14:13,screen_temp_C,31.02,27.45,13,Information,ML anomaly score (Isolation Forest),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,V. Rao,Closed - informational only
ALM-PLT-005-0003,PLT-005,Screening Unit (Pellet),Pellet Plant,02-02-2024 17:55,vibration_amplitude_mm,37.53,34.01,10.3,Information,Rule-based threshold (SOP limit),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,L. Pillai,Closed - informational only
ALM-PLT-005-0004,PLT-005,Screening Unit (Pellet),Pellet Plant,08-03-2024 09:18,vibration_amplitude_mm,219.83,198.78,10.6,Information,Trend deviation from baseline,Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,L. Pillai,Closed - informational only
ALM-PLT-005-0005,PLT-005,Screening Unit (Pellet),Pellet Plant,03-07-2024 14:03,throughput_t_h,199.29,185.29,7.6,Information,Statistical threshold (3-sigma),Drive belt slip,Continue monitoring; log for trend analysis,Yes,M. Iqbal,Closed - informational only
ALM-PLT-005-0006,PLT-005,Screening Unit (Pellet),Pellet Plant,08-07-2024 23:10,motor_current_A,63.67,51.53,23.6,Warning,Statistical threshold (3-sigma),Vibrator bearing failure,Schedule inspection within next maintenance window,Yes,L. Pillai,Open - pending inspection
ALM-PLT-005-0007,PLT-005,Screening Unit (Pellet),Pellet Plant,11-07-2024 11:30,frequency_Hz,217.59,174.44,24.7,Warning,Statistical threshold (3-sigma),Screen mesh wear,Schedule inspection within next maintenance window,Yes,C. Joshi,Resolved - maintenance performed
ALM-PLT-005-0008,PLT-005,Screening Unit (Pellet),Pellet Plant,13-07-2024 06:34,motor_current_A,194.51,92.53,110.2,Critical,ML anomaly score (Isolation Forest),Screen mesh wear,Immediate inspection required; consider equipment shutdown,Yes,K. Das,Resolved - maintenance performed
ALM-PLT-005-0009,PLT-005,Screening Unit (Pellet),Pellet Plant,14-07-2024 00:56,screen_temp_C,311.12,167.62,85.6,Critical,Trend deviation from baseline,Vibrator bearing failure,Immediate inspection required; consider equipment shutdown,Yes,D. Banerjee,Resolved - maintenance performed
ALM-PLT-005-0010,PLT-005,Screening Unit (Pellet),Pellet Plant,17-07-2024 11:35,motor_current_A,192.21,177.16,8.5,Information,ML anomaly score (Isolation Forest),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,T. Singh,Closed - informational only
ALM-PLT-005-0011,PLT-005,Screening Unit (Pellet),Pellet Plant,03-08-2024 17:06,vibration_amplitude_mm,185.97,162.67,14.3,Information,ML anomaly score (Autoencoder reconstruction error),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,J. Mehta,Closed - informational only
ALM-PLT-005-0012,PLT-005,Screening Unit (Pellet),Pellet Plant,21-08-2024 03:13,motor_current_A,152.85,132.44,15.4,Information,Statistical threshold (3-sigma),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,L. Pillai,Closed - informational only
ALM-PLT-005-0013,PLT-005,Screening Unit (Pellet),Pellet Plant,12-09-2024 09:47,screen_temp_C,84.92,78.09,8.7,Information,Pattern/frequency analysis (FFT),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,R. Sharma,Closed - informational only
ALM-PLT-005-0014,PLT-005,Screening Unit (Pellet),Pellet Plant,17-09-2024 20:06,screen_temp_C,37.6,33.53,12.1,Information,ML anomaly score (Autoencoder reconstruction error),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,P. Nair,Closed - informational only
ALM-PLT-005-0015,PLT-005,Screening Unit (Pellet),Pellet Plant,27-11-2024 03:36,vibration_amplitude_mm,205.5,181.71,13.1,Warning,Statistical threshold (3-sigma),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,N. Gupta,Resolved - false positive
ALM-PLT-005-0016,PLT-005,Screening Unit (Pellet),Pellet Plant,25-12-2024 10:20,throughput_t_h,184.98,152.1,21.6,Information,Rate-of-change detection,Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,B. Kulkarni,Closed - informational only
ALM-PLT-005-0017,PLT-005,Screening Unit (Pellet),Pellet Plant,10-01-2025 13:57,frequency_Hz,27.05,24.9,8.6,Information,Rate-of-change detection,Frame fatigue crack,Continue monitoring; log for trend analysis,No,,Closed - informational only
ALM-PLT-005-0018,PLT-005,Screening Unit (Pellet),Pellet Plant,10-01-2025 17:48,vibration_amplitude_mm,208.09,172.8,20.4,Warning,ML anomaly score (Isolation Forest),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,S. Reddy,Resolved - false positive
ALM-PLT-005-0019,PLT-005,Screening Unit (Pellet),Pellet Plant,15-01-2025 15:49,vibration_amplitude_mm,169.92,146.27,16.2,Warning,ML anomaly score (Autoencoder reconstruction error),Vibrator bearing failure,Schedule inspection within next maintenance window,Yes,N. Gupta,Resolved - maintenance performed
ALM-PLT-005-0020,PLT-005,Screening Unit (Pellet),Pellet Plant,20-01-2025 05:26,frequency_Hz,178.23,85.69,108,Critical,ML anomaly score (Autoencoder reconstruction error),Frame fatigue crack,Immediate inspection required; consider equipment shutdown,No,,Resolved - false positive
ALM-PLT-005-0021,PLT-005,Screening Unit (Pellet),Pellet Plant,16-02-2025 10:12,frequency_Hz,61.44,56.33,9.1,Information,ML anomaly score (Autoencoder reconstruction error),Vibrator bearing failure,Continue monitoring; log for trend analysis,Yes,P. Nair,Closed - informational only
ALM-PLT-005-0022,PLT-005,Screening Unit (Pellet),Pellet Plant,21-02-2025 20:31,vibration_amplitude_mm,150.62,127.62,18,Warning,Statistical threshold (3-sigma),Screen mesh wear,Schedule inspection within next maintenance window,Yes,C. Joshi,Open - pending inspection
ALM-PLT-005-0023,PLT-005,Screening Unit (Pellet),Pellet Plant,24-02-2025 02:07,screen_temp_C,155.14,113.91,36.2,Warning,Statistical threshold (3-sigma),Drive belt slip,Schedule inspection within next maintenance window,No,,Resolved - maintenance performed
ALM-PLT-005-0024,PLT-005,Screening Unit (Pellet),Pellet Plant,26-02-2025 09:44,frequency_Hz,162.16,78.27,107.2,Critical,ML anomaly score (Isolation Forest),Drive belt slip,Immediate inspection required; consider equipment shutdown,Yes,R. Sharma,Resolved - maintenance performed
ALM-PLT-005-0025,PLT-005,Screening Unit (Pellet),Pellet Plant,27-02-2025 07:35,screen_temp_C,62.26,31.24,99.3,Critical,Trend deviation from baseline,Drive belt slip,Immediate inspection required; consider equipment shutdown,Yes,A. Verma,Resolved - false positive
ALM-PLT-005-0026,PLT-005,Screening Unit (Pellet),Pellet Plant,27-03-2025 05:14,screen_temp_C,43.73,37.83,15.6,Information,ML anomaly score (Isolation Forest),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,T. Singh,Closed - informational only
ALM-PLT-005-0027,PLT-005,Screening Unit (Pellet),Pellet Plant,11-04-2025 07:31,frequency_Hz,38.77,34.76,11.5,Information,ML anomaly score (Isolation Forest),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,G. Chatterjee,Closed - informational only
ALM-PLT-005-0028,PLT-005,Screening Unit (Pellet),Pellet Plant,27-06-2025 07:38,frequency_Hz,42.96,37.82,13.6,Information,Rule-based threshold (SOP limit),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,V. Rao,Closed - informational only
ALM-PLT-005-0029,PLT-005,Screening Unit (Pellet),Pellet Plant,19-09-2025 12:29,vibration_amplitude_mm,58.36,51.76,12.7,Information,Rule-based threshold (SOP limit),Minor process variation / transient condition,Continue monitoring; no immediate action required,No,,Closed - informational only
ALM-PLT-005-0030,PLT-005,Screening Unit (Pellet),Pellet Plant,26-11-2025 18:00,motor_current_A,94.55,75.95,24.5,Information,ML anomaly score (Isolation Forest),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,R. Sharma,Closed - informational only
ALM-PLT-005-0031,PLT-005,Screening Unit (Pellet),Pellet Plant,17-12-2025 17:11,vibration_amplitude_mm,182.8,166.05,10.1,Information,ML anomaly score (Isolation Forest),Minor process variation / transient condition,Continue monitoring; no immediate action required,Yes,A. Verma,Closed - informational only
ALM-PLT-005-0032,PLT-005,Screening Unit (Pellet),Pellet Plant,29-12-2025 05:40,throughput_t_h,29.84,28.11,6.2,Information,Statistical threshold (3-sigma),Minor process variation / transient condition,Continue monitoring; no immediate action required,No,,Closed - informational only
